Date,Open,High,Low,Close,Adj Close,Volume
2018-10-09,1111.117676,1112.752197,1071.047485,1079.814453,1063.218872,11095381
2018-10-10,1083.628296,1105.372192,1074.118408,1091.751343,1074.972168,9592247
2018-10-11,1054.009033,1104.282471,1033.206299,1077.585571,1061.024170,13349523
2018-10-12,1094.574585,1118.398682,1091.553223,1115.971680,1098.820313,9144401
2018-10-15,1119.290283,1136.130615,1107.650635,1129.047729,1111.695435,8955871
2018-10-16,1135.239014,1156.438110,1129.295410,1152.871948,1135.153564,7549490
2018-10-17,1167.929199,1168.275879,1129.295410,1140.489258,1122.961182,12906841
2018-10-19,1089.671021,1100.567749,1060.200317,1090.958740,1074.191772,25662196
2018-10-22,1099.577148,1104.332031,1047.421509,1052.671753,1036.493286,13290338
2018-10-23,1042.864624,1054.702515,1033.850098,1044.796387,1028.739014,10673958
2018-10-24,1064.806641,1065.846802,1021.715149,1035.930420,1020.009216,13784775
2018-10-25,1026.271973,1030.878296,1006.856018,1021.120789,1005.427185,14229855
2018-10-26,1023.201050,1047.074829,1012.403442,1035.088379,1019.180115,9269654
2018-10-29,1036.178101,1083.578735,1036.178101,1077.585571,1061.024170,7744528
2018-10-30,1075.307129,1075.307129,1042.220825,1047.074829,1030.982422,8890179
2018-10-31,1049.056030,1055.841675,1037.168701,1051.284912,1035.127808,16613693
2018-11-01,1057.872437,1057.872437,1040.140503,1046.331787,1030.250732,9485091
2018-11-02,1056.980835,1070.849365,1053.166992,1064.806641,1048.441772,16955411
2018-11-05,1063.370361,1082.439575,1054.999634,1080.062134,1063.462524,7654392
2018-11-06,1083.727295,1101.558350,1081.349854,1093.732544,1076.922974,8716110
2018-11-07,1104.530151,1104.530151,1096.308105,1100.270508,1083.360596,1296168
2018-11-09,1095.862305,1103.341431,1074.811890,1083.182495,1066.535156,10943218
2018-11-12,1087.392578,1088.482300,1064.459961,1069.858765,1053.416138,5856714
2018-11-13,1063.915161,1092.642822,1060.002197,1089.126221,1072.387573,6876165
2018-11-14,1094.673584,1102.202271,1075.307129,1087.640259,1070.924316,7861347
2018-11-15,1086.649658,1092.642822,1076.297729,1086.550537,1069.851563,6896498
2018-11-16,1087.640259,1119.339722,1086.798218,1116.813721,1099.649536,11136460
2018-11-19,1122.262085,1140.885498,1120.379883,1139.201538,1121.693237,7378262
2018-11-20,1134.248413,1145.046143,1119.389282,1126.719849,1109.403320,5774119
2018-11-21,1126.818848,1134.743774,1096.654785,1102.449829,1085.506226,7578978
2018-11-22,1104.034912,1114.782959,1089.770020,1092.494263,1075.703857,5847475
2018-11-26,1098.586548,1107.006714,1087.095459,1099.329468,1082.433960,6447094
2018-11-27,1097.496826,1119.389282,1095.069824,1117.606201,1100.429688,6874782
2018-11-28,1121.816284,1146.878784,1115.723999,1141.826660,1124.277954,8079833
2018-11-29,1150.098267,1168.820801,1149.107666,1157.527832,1139.737915,12755947
2018-11-30,1161.292114,1174.863525,1151.385986,1156.586670,1138.811157,10819038
2018-12-03,1163.867676,1163.867676,1137.715576,1145.590942,1127.984375,5622372
2018-12-04,1147.126343,1147.126343,1131.474731,1141.479858,1123.936523,5242047
2018-12-05,1133.010254,1147.918823,1128.601929,1144.303101,1126.716431,5874782
2018-12-06,1138.210938,1138.210938,1107.749634,1113.098877,1095.991699,5921712
2018-12-07,1118.844482,1126.274048,1097.942627,1123.153687,1105.892090,7282460
2018-12-10,1099.577148,1103.836792,1072.929688,1080.012573,1063.414063,9470471
2018-12-11,1055.990234,1091.751343,1045.093506,1087.244019,1070.534180,13622580
2018-12-12,1088.680420,1103.044189,1077.536011,1100.072388,1083.165405,12724917
2018-12-13,1117.408081,1117.408081,1084.767456,1096.654785,1079.800293,9385649
2018-12-14,1092.741943,1104.431152,1081.547974,1101.756470,1084.823486,7289774
2018-12-17,1105.471191,1122.361084,1101.062988,1119.290283,1102.087891,5112362
2018-12-18,1112.752197,1128.304810,1109.978516,1125.729248,1108.427856,5926578
2018-12-19,1130.781372,1136.526855,1122.559204,1126.125488,1108.818115,7438647
2018-12-20,1110.473877,1121.865845,1105.669312,1117.853882,1100.673584,5819374
2018-12-21,1114.436279,1120.627563,1085.708618,1089.869141,1073.118896,8360445
2018-12-24,1090.562500,1092.840942,1076.347290,1078.922852,1062.340820,4183821
2018-12-26,1075.604370,1089.671021,1055.643555,1088.036499,1071.314453,7278403
2018-12-27,1096.803345,1116.417480,1093.633423,1109.681274,1092.626587,12596278
2018-12-28,1114.931519,1124.589966,1110.671997,1114.981079,1097.845093,7738682
2018-12-31,1120.330444,1123.203125,1105.718872,1110.721436,1093.650879,7291282
2019-01-01,1114.683960,1116.714722,1099.676147,1110.473877,1093.407104,4498087
2019-01-02,1104.034912,1116.417480,1090.661621,1096.010864,1079.166260,7212697
2019-01-03,1097.100586,1104.133911,1079.864014,1082.489136,1065.852417,7517041
2019-01-04,1087.095459,1094.079224,1070.948486,1088.333740,1071.607178,8545382
2019-01-07,1096.605225,1107.947754,1090.661621,1094.376465,1077.557007,5565822
2019-01-08,1094.723145,1099.527588,1085.708618,1094.277344,1077.459351,5678473
2019-01-09,1101.558350,1106.511353,1088.383179,1100.320068,1083.409302,5821468
2019-01-10,1097.348267,1100.567749,1092.642822,1097.100586,1080.239136,4118960
2019-01-11,1097.199585,1103.341431,1078.378052,1087.739258,1071.021729,6525174
2019-01-14,1084.718018,1090.166260,1076.198730,1086.501099,1069.802734,4150757
2019-01-15,1094.624023,1121.370483,1094.624023,1119.042603,1101.844116,10158260
2019-01-16,1124.342407,1134.248413,1119.735962,1125.233887,1107.940186,6443279
2019-01-17,1133.703613,1137.121216,1119.389282,1123.797485,1106.525879,7558941
2019-01-18,1138.012817,1178.726807,1124.589966,1173.229004,1155.197632,25927601
2019-01-21,1182.788330,1228.306885,1177.488525,1226.078003,1207.234375,22247437
2019-01-22,1221.273560,1235.241089,1208.147949,1223.552002,1204.747314,16709723
2019-01-23,1221.719360,1232.516968,1210.525391,1214.785034,1196.115112,8913196
2019-01-24,1213.497314,1241.432495,1208.643311,1235.736450,1216.744385,13279882
2019-01-25,1238.708252,1252.824463,1223.799561,1234.300049,1215.330200,8631889
2019-01-28,1238.757813,1244.156616,1210.921631,1218.004517,1199.285034,8650493
2019-01-29,1219.440918,1220.084839,1190.069336,1199.281982,1180.850220,9417294
2019-01-30,1203.591187,1213.497314,1179.915527,1184.472412,1166.268311,7921321
2019-01-31,1190.713257,1218.153076,1189.722656,1215.627075,1196.944214,10281893
2019-02-01,1222.412720,1243.215576,1215.527954,1238.213013,1219.183105,9316446
2019-02-04,1235.290649,1284.771606,1230.387207,1278.778442,1259.124878,11781195
2019-02-05,1279.868164,1292.151733,1266.593994,1279.422363,1259.758911,9451152
2019-02-06,1284.078247,1305.277222,1282.097046,1297.946777,1277.998779,9500797
2019-02-07,1297.946777,1308.793945,1274.023560,1278.283203,1258.637207,9299549
2019-02-08,1272.735718,1288.288330,1260.303589,1265.702393,1246.250000,6567167
2019-02-11,1263.919312,1264.018311,1239.253174,1241.481934,1222.401611,7595318
2019-02-12,1239.748413,1260.402588,1239.748413,1244.602417,1225.474121,6460145
2019-02-14,1229.347046,1229.347046,1206.562988,1212.704712,1194.066772,6690180
2019-02-15,1218.202637,1238.163452,1202.600586,1232.764648,1213.818359,9688940
2019-02-18,1238.262451,1240.739014,1203.591187,1208.643311,1190.067749,9740480
2019-02-19,1206.562988,1228.059204,1199.826782,1204.680786,1186.166138,6303377
2019-02-20,1212.358032,1228.356445,1207.553589,1222.759521,1203.966919,6357879
2019-02-21,1224.393921,1245.989258,1217.806396,1235.191650,1216.208130,10680467
2019-02-22,1232.913208,1233.606689,1214.487915,1220.778198,1202.016113,8838861
2019-02-25,1224.393921,1231.328247,1209.188110,1220.728760,1201.967285,7926962
2019-02-26,1198.142822,1223.205200,1194.675659,1208.791870,1190.213989,10227082
2019-02-27,1216.518677,1233.210449,1197.647461,1212.011353,1193.384033,11218523
2019-02-28,1222.165039,1228.207764,1215.032715,1219.490479,1200.748169,11393904
2019-03-01,1225.384521,1230.684326,1210.773071,1214.537354,1195.871338,7997610
2019-03-05,1211.912231,1228.158325,1207.157349,1226.028442,1207.185669,7189013
2019-03-06,1228.158325,1261.145630,1223.502441,1252.923584,1233.667480,12152341
2019-03-07,1252.131104,1267.782715,1246.335938,1258.322388,1238.983276,8186126
2019-03-08,1254.161743,1262.482910,1250.149780,1255.201904,1235.910767,6097305
2019-03-11,1258.124268,1299.680298,1256.093506,1291.854492,1272.000000,9810964
2019-03-12,1304.534302,1321.473755,1301.909180,1318.848633,1298.579346,11335173
2019-03-13,1324.445557,1347.229614,1315.629150,1334.648804,1314.136597,11342554
2019-03-14,1337.075806,1349.210815,1323.554077,1328.952881,1308.528198,10500649
2019-03-15,1332.370483,1346.040894,1298.887817,1309.239746,1289.118042,16043743
2019-03-18,1318.501953,1345.198853,1316.520752,1337.373047,1316.819092,10201021
2019-03-19,1347.229614,1367.041870,1330.488281,1363.624146,1342.666626,9898262
2019-03-20,1364.862427,1374.966675,1351.192017,1362.534546,1341.593872,9986597
2019-03-22,1359.612183,1367.933350,1324.148438,1329.151001,1308.723267,11573789
2019-03-25,1318.105713,1324.296997,1304.336182,1312.013428,1291.849243,8027368
2019-03-26,1317.808472,1358.720703,1317.511353,1354.411499,1333.595581,9569142
2019-03-27,1365.011108,1365.011108,1331.627441,1336.580566,1316.038696,10189856
2019-03-28,1337.571167,1356.937622,1330.191162,1347.229614,1326.524048,10582305
2019-04-01,1357.135742,1393.590210,1349.755615,1378.780518,1357.590088,10194002
2019-04-02,1384.872803,1389.924927,1367.140869,1376.650757,1355.493042,8088587
2019-04-03,1379.672119,1389.825806,1359.116943,1362.286865,1341.349976,7923866
2019-04-04,1366.051147,1370.707031,1334.599365,1340.344849,1319.745117,8455067
2019-04-05,1348.170654,1351.093018,1330.389282,1341.186890,1320.574219,6792015
2019-04-08,1343.267212,1344.753052,1311.270508,1316.768311,1296.530884,8806267
2019-04-09,1316.421631,1328.110840,1308.595825,1321.919556,1301.603027,9587648
2019-04-10,1325.386719,1335.342285,1314.044189,1318.898193,1298.628052,7684871
2019-04-11,1320.433594,1340.295288,1316.520752,1334.153564,1313.649048,5795755
2019-04-12,1337.323486,1344.158691,1324.098877,1330.488281,1310.040161,5975855
2019-04-15,1332.370483,1336.283325,1322.464355,1327.566040,1307.162720,4285366
2019-04-16,1332.370483,1347.229614,1327.417358,1331.132202,1310.674194,8011783
2019-04-18,1362.088745,1376.700317,1352.182617,1372.935913,1351.835327,18130729
2019-04-22,1347.229614,1354.163940,1328.705200,1332.717163,1312.234863,10895052
2019-04-23,1335.342285,1360.107544,1333.361084,1351.043457,1330.279419,9141135
2019-04-24,1357.432861,1381.702881,1353.420898,1376.452637,1355.297974,7430660
2019-04-25,1376.056396,1399.137573,1349.805176,1359.513184,1338.619019,14061860
2019-04-26,1362.088745,1382.842041,1357.829102,1379.721558,1358.516602,6954749
2019-04-30,1383.287842,1383.287842,1353.965698,1379.721558,1358.516602,10313866
2019-05-02,1378.929077,1400.623535,1369.122070,1391.856567,1370.465210,8764806
2019-05-03,1394.729370,1404.189697,1389.479126,1395.620850,1374.171631,6571878
2019-05-06,1384.872803,1389.627686,1365.159668,1371.895752,1350.811035,7306518
2019-05-07,1381.702881,1381.901001,1327.615479,1330.884521,1310.430298,8961240
2019-05-08,1327.417358,1327.417358,1280.066284,1287.248169,1267.464478,14749036
2019-05-09,1276.698120,1276.698120,1239.996094,1244.651978,1225.522949,19692278
2019-05-10,1253.121704,1265.702393,1233.309448,1239.401733,1220.353394,11333250
2019-05-13,1236.182251,1248.961060,1215.973755,1220.481079,1201.723633,8124086
2019-05-14,1224.889282,1257.430786,1219.936279,1248.614380,1229.424438,13124240
2019-05-15,1261.046509,1265.999634,1238.856934,1245.097778,1225.961914,11269622
2019-05-16,1248.119019,1259.956909,1246.286499,1253.468384,1234.203857,6669276
2019-05-17,1255.102905,1264.959473,1240.243774,1255.499146,1236.203369,7973309
2019-05-20,1301.265259,1325.139038,1291.260132,1313.449829,1293.263306,12450850
2019-05-21,1319.690674,1354.163940,1317.560791,1327.219238,1306.821289,14003548
2019-05-22,1333.014404,1346.932373,1322.563477,1327.813599,1307.406494,11394393
2019-05-23,1359.116943,1378.929077,1312.558228,1321.374634,1301.066528,17890505
2019-05-24,1335.342285,1341.087769,1304.138062,1324.296997,1303.943970,10277262
2019-05-27,1324.544678,1324.940918,1294.727295,1298.343018,1278.388916,7419387
2019-05-28,1307.407104,1322.266235,1301.017700,1311.319946,1291.166382,19657240
2019-05-29,1308.595825,1320.780273,1291.904053,1300.720459,1280.729736,7180252
2019-05-30,1303.890381,1329.398682,1303.890381,1317.263672,1297.018677,10842653
2019-05-31,1325.337158,1329.299561,1307.803345,1317.659912,1297.408813,11871652
2019-06-03,1322.464355,1354.411499,1308.793945,1347.427734,1326.719238,8564026
2019-06-04,1344.703613,1361.345825,1335.441406,1338.958008,1318.379639,7126831
2019-06-06,1349.111816,1349.111816,1308.694824,1314.886230,1294.677856,7736969
2019-06-07,1313.499390,1314.787109,1293.340454,1302.553101,1282.534180,6794394
2019-06-10,1308.496704,1314.539429,1297.798218,1306.763184,1286.679565,5431146
2019-06-11,1309.437866,1321.968994,1305.624023,1316.669312,1296.433472,5303590
2019-06-12,1322.167236,1325.832397,1312.558228,1319.641113,1299.359619,4752340
2019-06-13,1317.511353,1322.167236,1296.361816,1314.787109,1294.580322,7239164
2019-06-14,1309.487427,1312.558228,1297.104736,1305.178223,1285.119019,6896085
2019-06-17,1307.605225,1307.605225,1266.494873,1270.259155,1250.736694,6880158
2019-06-18,1266.891113,1275.856201,1257.183105,1268.971436,1249.468628,7751984
2019-06-19,1274.816040,1289.774170,1250.744141,1265.355713,1245.908569,6688408
2019-06-20,1267.980835,1287.792969,1265.999634,1284.573486,1264.830933,4960591
2019-06-21,1283.781006,1283.830566,1263.572632,1267.485474,1248.005615,10723794
2019-06-24,1260.204468,1264.464111,1245.295898,1250.546021,1231.326416,5199824
2019-06-25,1247.078979,1285.811768,1242.472656,1283.682007,1263.953125,6907221
2019-06-26,1278.877563,1292.349854,1274.271240,1281.997925,1262.294922,5350180
2019-06-27,1281.007324,1284.722168,1259.065308,1262.185791,1242.787354,11493899
2019-06-28,1265.108032,1270.804077,1236.925171,1241.333374,1222.255493,8741806
2019-07-01,1246.236938,1260.699829,1234.745850,1256.935547,1237.617798,6220490
2019-07-02,1261.987671,1268.971436,1251.437622,1266.494873,1247.030151,4682721
2019-07-03,1270.853638,1274.419800,1263.077271,1270.506836,1250.980469,4064194
2019-07-04,1269.367676,1278.877563,1267.980835,1271.943237,1252.394775,4315672
2019-07-05,1273.032959,1278.382202,1248.168579,1251.487183,1232.253052,5042694
2019-07-08,1246.187378,1256.192505,1236.479370,1240.293213,1221.231079,6465252
2019-07-09,1237.222412,1271.447998,1233.804810,1268.079834,1248.590698,8092747
2019-07-10,1268.030396,1277.243042,1256.786865,1266.841553,1247.371582,5546395
2019-07-11,1274.915039,1277.688843,1267.287354,1269.516235,1250.005127,3972764
2019-07-12,1270.952637,1287.792969,1266.049072,1268.476074,1248.980835,7242056
2019-07-15,1272.933838,1277.391602,1258.421387,1264.117432,1244.689331,4919356
2019-07-16,1267.931274,1282.740845,1265.058472,1280.858765,1261.173340,4647660
2019-07-17,1282.146484,1284.821167,1267.980835,1269.813477,1250.297729,4376049
2019-07-18,1269.962036,1274.320679,1246.187378,1250.001221,1230.790161,5511650
2019-07-19,1256.291626,1260.996948,1231.031006,1237.271851,1218.256226,7539309
2019-07-22,1239.253174,1272.438599,1215.775635,1268.476074,1248.980835,13426225
2019-07-23,1272.933838,1281.750244,1248.564819,1261.591431,1242.202148,9375991
2019-07-24,1261.541870,1266.792114,1241.779175,1247.277100,1228.107788,7009804
2019-07-25,1252.131104,1257.133667,1215.478516,1219.936279,1201.187012,10063036
2019-07-26,1219.936279,1230.832886,1198.638062,1202.402466,1183.922729,9408829
2019-07-29,1205.473267,1210.525391,1193.784180,1199.579224,1181.142944,8134417
2019-07-30,1202.551025,1208.544189,1164.907837,1169.811401,1151.832642,9623710
2019-07-31,1164.709717,1173.872803,1151.485107,1155.298950,1137.543213,9797618
2019-08-01,1152.475708,1177.042847,1139.548218,1169.167480,1151.198608,10442920
2019-08-02,1164.660156,1186.998413,1151.187866,1173.229004,1161.594849,10968377
2019-08-05,1156.041870,1156.041870,1117.408081,1132.613892,1121.382568,14029195
2019-08-06,1124.094727,1138.805298,1111.464478,1117.705322,1106.621948,13414874
2019-08-07,1115.922119,1127.859009,1092.741943,1098.982788,1088.084961,11698729
2019-08-08,1097.942627,1147.126343,1085.015137,1141.529419,1130.209717,14398134
2019-08-09,1150.940186,1164.462036,1141.479858,1151.187866,1139.772339,10139155
2019-08-13,1221.570679,1290.566772,1214.487915,1262.780151,1250.258057,48377710
2019-08-14,1291.755493,1292.201172,1268.327515,1276.153320,1263.498657,14624460
2019-08-16,1279.075684,1279.670044,1261.046509,1265.999634,1253.445679,10142736
2019-08-19,1269.020996,1284.623047,1267.980835,1280.462524,1267.765137,7530571
2019-08-20,1277.688843,1280.462524,1260.650269,1263.968872,1251.434937,6908329
2019-08-21,1263.671631,1266.643433,1254.607544,1259.015747,1246.531006,4927825
2019-08-22,1259.015747,1259.065308,1227.266724,1235.042969,1222.795898,6475744
2019-08-23,1227.365845,1271.943237,1214.983154,1263.869751,1251.336914,9833599
2019-08-26,1281.849365,1281.849365,1247.177979,1254.904785,1242.460693,8861952
2019-08-27,1272.933838,1272.933838,1249.357300,1262.879150,1250.356201,13107475
2019-08-28,1261.789551,1268.971436,1244.255737,1251.437622,1239.027954,5355931
2019-08-29,1244.651978,1248.416260,1223.700562,1230.089966,1217.891968,8717834
2019-08-30,1233.804810,1242.621216,1209.534790,1236.826172,1224.561523,11415309
2019-09-03,1230.585327,1231.328247,1188.732056,1195.071899,1183.221191,8644177
2019-09-04,1189.276855,1193.932739,1174.912964,1189.871216,1178.072144,15206140
2019-09-05,1195.468140,1201.808105,1182.094971,1187.345215,1175.571167,10612413
2019-09-06,1191.703857,1217.459717,1184.026611,1211.020752,1199.011963,10700713
2019-09-09,1209.188110,1221.422119,1201.758545,1210.723511,1198.717651,5421667
2019-09-11,1211.020752,1228.356445,1211.020752,1222.808960,1210.683228,5597024
2019-09-12,1223.403320,1228.802124,1194.378540,1198.984863,1187.095337,5482620
2019-09-13,1200.619385,1216.964355,1195.567261,1214.091675,1202.052368,5975368
2019-09-16,1177.835327,1207.652710,1174.962524,1199.381104,1187.487671,9482774
2019-09-17,1199.628662,1199.628662,1182.293091,1186.205933,1174.443237,7218213
2019-09-18,1193.635498,1204.878906,1185.958252,1194.378540,1182.534790,6891996
2019-09-19,1196.508301,1198.340942,1161.638794,1167.978760,1156.396851,6353109
2019-09-20,1176.795166,1257.975708,1163.273315,1242.571655,1230.249878,22228398
2019-09-23,1262.185791,1268.971436,1223.403320,1227.563965,1215.390991,9973401
2019-09-24,1231.922607,1286.604248,1231.080566,1266.692993,1254.132080,16133561
2019-09-25,1271.943237,1282.839966,1256.935547,1267.535034,1254.965942,8395729
2019-09-26,1279.868164,1286.604248,1271.447998,1284.623047,1271.884277,8468733
2019-09-27,1280.363403,1302.652100,1271.943237,1296.758057,1283.899048,8795570
2019-09-30,1297.699097,1323.207275,1293.290894,1319.740234,1306.653320,11659226
2019-10-01,1324.445557,1329.398682,1281.155884,1292.646973,1279.828735,8270254
2019-10-03,1273.924438,1302.354980,1269.268555,1298.739258,1285.860474,6241716
2019-10-04,1307.506104,1316.124512,1291.606812,1295.816895,1282.967163,6918922
2019-10-07,1295.816895,1308.397705,1289.477051,1297.798218,1284.928833,4643419
2019-10-09,1296.411377,1317.461792,1280.363403,1312.310547,1299.297241,8117158
2019-10-10,1312.558228,1356.145142,1308.595825,1349.953735,1336.567261,16155443
2019-10-11,1350.894897,1352.776978,1323.999756,1339.899048,1326.612183,7659571
2019-10-14,1352.133179,1352.133179,1338.165527,1345.248413,1331.908569,6181455
2019-10-15,1349.706177,1357.135742,1341.583130,1351.340698,1337.940430,4463991
2019-10-16,1357.036621,1366.695068,1350.894897,1359.463623,1345.982788,8954786
2019-10-17,1362.088745,1385.863403,1359.116943,1383.386841,1369.668945,7401968
2019-10-18,1390.816406,1414.492065,1385.566162,1403.050537,1389.137573,12978275
2019-10-22,1411.619263,1423.358032,1390.172607,1400.871094,1386.979736,12823466
2019-10-23,1403.000977,1412.560303,1370.162231,1379.325317,1365.647583,8512900
2019-10-24,1387.844604,1427.865234,1373.530273,1422.961792,1408.851318,10449504
2019-10-25,1427.568115,1427.914795,1397.998413,1417.760986,1403.702026,6248688
2019-10-27,1427.468994,1431.431519,1416.572266,1420.782349,1406.693481,1391348
2019-10-29,1431.926758,1466.102783,1428.558716,1453.274414,1438.863281,11892161
2019-10-30,1466.102783,1470.610107,1446.587769,1465.211304,1450.682007,7541537
2019-10-31,1470.065308,1475.662231,1447.974609,1450.599731,1436.215210,8982513
2019-11-01,1441.337524,1448.073730,1427.468994,1443.219727,1428.908325,6416833
2019-11-04,1452.135254,1457.187378,1431.530518,1443.962646,1429.643921,6490272
2019-11-05,1449.361450,1455.156616,1427.468994,1433.709839,1419.492798,5854289
2019-11-06,1429.153076,1432.867798,1415.086426,1421.426270,1407.330933,6749668
2019-11-07,1421.525391,1449.262451,1418.751709,1444.903809,1430.575684,6499781
2019-11-08,1435.393921,1445.943848,1427.766235,1431.926758,1417.727295,5546929
2019-11-11,1425.586914,1430.688477,1409.192261,1414.392944,1400.367310,5241641
2019-11-13,1416.572266,1462.041260,1416.572266,1458.475098,1444.012451,11641679
2019-11-14,1462.140381,1467.687744,1442.130005,1449.014771,1434.645996,6580126
2019-11-15,1451.887573,1472.838989,1449.411011,1457.038696,1442.590454,7241673
2019-11-18,1458.821777,1472.046509,1441.733765,1445.498169,1431.164185,6496095
2019-11-19,1453.224854,1500.675049,1451.243652,1495.573486,1480.742920,13926337
2019-11-20,1540.448120,1557.635132,1528.709351,1533.117554,1517.914795,20092835
2019-11-21,1530.492432,1541.389160,1514.196899,1523.161987,1508.057983,6875134
2019-11-22,1527.619751,1554.762451,1523.161987,1531.978394,1516.786865,10315843
2019-11-25,1536.584717,1550.106567,1536.436157,1546.887085,1531.547607,6989948
2019-11-26,1553.375610,1561.548096,1541.389160,1545.599243,1530.272583,16305243
2019-11-27,1545.302124,1560.706055,1541.488281,1555.109131,1539.688232,4450122
2019-11-28,1557.882813,1569.274902,1549.264526,1565.460938,1549.937500,6344459
2019-11-29,1567.095459,1567.095459,1533.315674,1536.584717,1521.347534,8565249
2019-12-02,1584.975952,1599.290283,1562.192017,1571.602783,1556.018433,14410500
2019-12-03,1577.794067,1579.032349,1557.833252,1564.074097,1548.564331,5995079
2019-12-04,1558.229492,1562.687256,1519.348145,1538.120117,1522.867676,9685777
2019-12-05,1559.220093,1564.916138,1529.501831,1536.287476,1521.053223,9203442
2019-12-06,1538.417358,1553.276489,1526.629028,1540.299561,1525.025513,6038833
2019-12-09,1541.537720,1562.588257,1531.978394,1557.833252,1542.385376,5834593
2019-12-10,1557.288452,1558.823853,1539.556519,1547.283325,1531.940063,4694991
2019-12-11,1540.992920,1559.715454,1536.039917,1547.729126,1532.381470,5706279
2019-12-12,1555.505371,1559.071533,1542.033081,1553.474609,1538.069946,4765727
2019-12-13,1565.163818,1575.069946,1557.635132,1568.036621,1552.487549,5846419
2019-12-16,1577.051147,1578.933350,1549.660767,1551.889648,1536.500610,5488487
2019-12-17,1552.038208,1564.173218,1540.943359,1548.026245,1532.675659,9379800
2019-12-18,1548.323486,1565.163818,1547.332886,1561.052734,1545.572876,6803466
2019-12-19,1558.922974,1599.736084,1557.040771,1594.832642,1579.017822,9464354
2019-12-20,1599.835205,1602.361206,1581.112671,1584.084473,1568.376221,9816798
2019-12-23,1545.450684,1562.736816,1543.172241,1556.644531,1541.208374,11587233
2019-12-24,1554.168091,1557.288452,1528.015991,1531.928833,1516.737793,8329356
2019-12-26,1527.173950,1538.367798,1495.969727,1501.170410,1486.284302,13734705
2019-12-27,1512.661499,1531.681152,1507.015015,1527.867310,1512.716553,8158196
2019-12-30,1531.433594,1533.117554,1513.701660,1529.699951,1514.531128,7902607
2019-12-31,1527.520630,1529.204712,1493.889404,1499.833130,1484.960327,10246683
2020-01-01,1503.745972,1512.760498,1491.363403,1495.424927,1480.595825,6463060
2020-01-02,1497.802368,1526.480469,1497.802368,1520.883545,1505.802124,8173308
2020-01-03,1518.605103,1527.173950,1508.699097,1522.716187,1507.616577,9684434
2020-01-06,1505.727173,1513.552979,1483.933838,1487.400879,1472.651367,11315596
2020-01-07,1504.736572,1520.091064,1499.288208,1510.284058,1495.307617,7699489
2020-01-08,1500.774170,1520.041504,1495.821167,1498.941528,1484.077515,7406104
2020-01-09,1524.152588,1535.445557,1516.871582,1533.464233,1518.257935,6914533
2020-01-10,1537.327637,1543.320801,1525.192749,1533.117554,1517.914795,5758760
2020-01-13,1530.541992,1544.063843,1523.954468,1529.204712,1514.040771,8437316
2020-01-14,1525.539429,1535.445557,1507.559814,1515.038940,1500.015381,7299328
2020-01-15,1521.428345,1525.440308,1503.993652,1509.541016,1494.572144,7299939
2020-01-16,1514.642700,1528.857910,1513.652100,1523.459106,1508.352051,5929338
2020-01-17,1538.912598,1570.067383,1538.615479,1566.154419,1550.624023,13597387
2020-01-20,1593.891479,1593.891479,1512.067139,1517.961304,1502.908813,15019904
2020-01-21,1514.246460,1531.334473,1507.708374,1519.496704,1504.428955,8732832
2020-01-22,1529.501831,1532.226074,1516.723022,1518.951904,1503.889526,4763978
2020-01-23,1522.072266,1527.471069,1506.420654,1512.512939,1497.514526,5190829
2020-01-24,1512.661499,1521.923706,1504.290771,1507.262695,1492.316284,6751025
2020-01-27,1500.675049,1510.135376,1490.868042,1492.403564,1477.604370,6178444
2020-01-28,1494.434204,1495.821167,1449.856812,1457.930298,1443.473022,11321622
2020-01-29,1460.208740,1480.367554,1450.302612,1465.954224,1451.417358,11420535
2020-01-30,1465.112183,1465.805664,1426.478394,1430.193237,1416.011108,10338837
2020-01-31,1439.356323,1439.604004,1393.986450,1398.394653,1384.527710,16037262
2020-02-03,1357.036621,1386.804443,1350.250977,1372.490112,1358.880127,14173717
2020-02-04,1386.854004,1419.048828,1384.674683,1413.006104,1398.994263,11714666
2020-02-05,1421.426270,1439.158203,1416.869507,1434.898560,1420.669678,8524871
2020-02-06,1440.446045,1453.224854,1426.577515,1444.111328,1429.791138,7171051
2020-02-07,1437.375122,1438.712402,1414.888306,1420.187988,1406.105103,5634549
2020-02-10,1414.591064,1431.926758,1397.205933,1422.119751,1408.017578,6988250
2020-02-11,1433.808960,1452.432373,1431.480957,1439.108643,1424.838135,6460912
2020-02-12,1442.476807,1461.001221,1441.337524,1456.493896,1442.050903,6245738
2020-02-13,1463.873901,1463.873901,1448.866211,1460.307739,1445.826904,6260549
2020-02-14,1463.378662,1487.351440,1439.455444,1473.631470,1459.018555,9796645
2020-02-17,1475.018311,1492.007202,1460.456299,1464.369263,1449.848145,6068321
2020-02-18,1462.041260,1462.041260,1443.714966,1453.621094,1439.206665,5135183
2020-02-19,1465.458862,1492.304443,1461.248779,1489.679321,1474.907227,6499952
2020-02-20,1482.943237,1493.839844,1469.867188,1471.996948,1457.400269,7795779
2020-02-24,1455.949097,1463.130981,1426.032593,1431.381958,1417.188110,9862350
2020-02-25,1437.771362,1437.771362,1396.760132,1403.099976,1389.186401,12804341
2020-02-26,1396.760132,1399.088013,1374.322754,1378.929077,1365.255127,13550903
2020-02-27,1374.966675,1380.712280,1356.145142,1373.233154,1359.615723,11562875
